Scene,Sindex,Num,Noise_Rate,gamma,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
S2,5,20,0.8,0.4,0.2,0.6194619244062902,0.7610761511874194,0.3127758681940794,0.10903016475740081
S2,5,20,0.8,0.5,0.2,0.23892384881258055,0.7610761511874194,0.11189169212541364,0.0
S2,5,20,0.8,0.6,0.2,0.23892384881258055,0.7610761511874194,0.11189169212541364,0.0
S2,5,20,0.8,0.65,0.2,0.23892384881258055,0.7610761511874194,0.11189169212541364,0.0
S2,5,20,0.8,0.7,0.2,0.23892384881258055,0.7610761511874194,0.11189169212541364,0.0
S2,5,20,0.8,0.75,0.2,0.23892384881258055,0.7610761511874194,0.11189169212541364,0.0
S2,5,20,0.8,0.8,0.2,0.23892384881258055,0.7610761511874194,0.11189169212541364,0.0
S2,5,20,0.8,0.9,0.2,0.23892384881258055,0.7610761511874194,0.11189169212541364,0.0
S2,5,20,0.8,1.0,0.2,0.23892384881258055,0.7610761511874194,0.11189169212541364,0.0
Scene,Sindex,Num,Noise_Rate,gamma,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
S3,1,20,0.0,0.2,1.0,0.0,1.0,-0.8022269634055053,0.7519559282722623
S3,1,20,0.0,0.3,1.0,0.0,1.0,-0.8022269634055053,0.716678149447893
S3,1,20,0.0,0.4,1.0,0.0,1.0,-0.8022269634055053,0.6696411110154004
S3,1,20,0.0,0.5,1.0,0.0,1.0,-0.8022269634055053,0.6037892572099106
S3,1,20,0.0,0.6,1.0,0.0,1.0,-0.8022269634055053,0.5050114765016761
S3,1,20,0.0,0.65,1.0,0.0,1.0,-0.8022269634055053,0.4344559188529371
S3,1,20,0.0,0.7,1.0,0.0,1.0,-0.8022269634055053,0.340381841987952
S3,1,20,0.0,0.75,1.0,0.0,1.0,-0.8022269634055053,0.2086781343769726
S3,1,20,0.0,0.8,1.0,0.5044027210391295,0.9911945579217408,0.7665779360999876,0.03327703233142792
S3,1,20,0.0,0.9,1.0,0.5044027210391295,0.9911945579217408,0.7665779360999876,0.11808274909942953
S3,1,20,0.0,1.0,1.0,0.5044027210391295,0.9911945579217408,0.7665779360999876,0.18592732251383082
S3,1,20,0.2,0.2,1.0,0.0,1.0,-0.8579531036104786,0.7709886215207153
S3,1,20,0.2,0.3,1.0,0.0,1.0,-0.8579531036104786,0.7472099965184844
S3,1,20,0.2,0.4,1.0,0.0,1.0,-0.8579531036104786,0.7155051631821765
S3,1,20,0.2,0.5,1.0,0.0,1.0,-0.8579531036104786,0.6711183965113454
S3,1,20,0.2,0.6,1.0,0.0,1.0,-0.8579531036104786,0.6045382465050988
S3,1,20,0.2,0.65,1.0,0.0,1.0,-0.8579531036104786,0.5569809965006369
S3,1,20,0.2,0.7,1.0,0.0,1.0,-0.8579531036104786,0.49357132982802115
S3,1,20,0.2,0.75,1.0,0.0,1.0,-0.8579531036104786,0.40479779648635894
S3,1,20,0.2,0.8,1.0,0.0,1.0,-0.8579531036104786,0.27163749647386554
S3,1,20,0.2,0.9,1.0,0.5889789109690635,0.8220421780618731,0.7941590355424387,0.03953758258954175
S3,1,20,0.2,1.0,1.0,0.5889789109690635,0.8220421780618731,0.7941590355424387,0.06920391132899686
S3,1,20,0.4,0.2,0.5833333333333334,0.33731710678814253,0.6626828932118575,-0.9024683953948629,0.1700193786210473
S3,1,20,0.4,0.3,0.5833333333333334,0.33731710678814253,0.6626828932118575,-0.9024683953948629,0.1666471348264537
S3,1,20,0.4,0.4,0.5833333333333334,0.33731710678814253,0.6626828932118575,-0.9024683953948629,0.16215080976699559
S3,1,20,0.4,0.5,0.5833333333333334,0.33731710678814253,0.6626828932118575,-0.9024683953948629,0.15585595468375424
S3,1,20,0.4,0.6,0.5833333333333334,0.33731710678814253,0.6626828932118575,-0.9024683953948629,0.1464136720588922
S3,1,20,0.4,0.65,0.5833333333333334,0.33731710678814253,0.6626828932118575,-0.9024683953948629,0.139669184469705
S3,1,20,0.4,0.7,0.5833333333333334,0.33731710678814253,0.6626828932118575,-0.9024683953948629,0.1306765343507888
S3,1,20,0.4,0.75,0.5833333333333334,0.33731710678814253,0.6626828932118575,-0.9024683953948629,0.11808682418430605
S3,1,20,0.4,0.8,0.5833333333333334,0.33731710678814253,0.6626828932118575,-0.9024683953948629,0.09920225893458194
S3,1,20,0.4,0.9,1.0,0.5889789109690635,0.8220421780618731,0.7549707569110575,0.049794855248038616
S3,1,20,0.4,1.0,1.0,0.5889789109690635,0.8220421780618731,0.7549707569110575,0.07571628926795768
S3,1,20,0.6,0.2,0.4,0.2981522986895443,0.7018477013104557,-0.48211287917000045,0.0
S3,1,20,0.6,0.3,0.4,0.2981522986895443,0.7018477013104557,-0.48211287917000045,0.0
S3,1,20,0.6,0.4,0.4,0.2981522986895443,0.7018477013104557,-0.48211287917000045,0.0
S3,1,20,0.6,0.5,0.5714285714285714,0.5889789109690635,0.8220421780618731,0.3941396365344294,0.05982308789902818
S3,1,20,0.6,0.6,0.5714285714285714,0.5889789109690635,0.8220421780618731,0.3941396365344294,0.09694533924503326
S3,1,20,0.6,0.65,0.5714285714285714,0.5889789109690635,0.8220421780618731,0.40861133221490153,0.10493224657894112
S3,1,20,0.6,0.7,0.5333333333333333,0.5889789109690635,0.8220421780618731,0.4550987692100301,0.10711714993006184
S3,1,20,0.6,0.75,0.6153846153846154,0.62752416042097,0.74495167915806,0.41271477621786495,0.2691193072371543
S3,1,20,0.6,0.8,0.5714285714285714,0.5889789109690635,0.8220421780618731,0.3941396365344294,0.14334815342753962
S3,1,20,0.6,0.9,0.5714285714285714,0.5889789109690635,0.8220421780618731,0.3941396365344294,0.15881575815504173
S3,1,20,0.6,1.0,0.5714285714285714,0.5889789109690635,0.8220421780618731,0.3941396365344294,0.17118984193704345
S3,1,20,0.8,0.2,0.1875,0.2981522986895443,0.7018477013104557,-0.6902349774020045,0.42356748299841707
S3,1,20,0.8,0.3,0.1875,0.2981522986895443,0.7018477013104557,-0.6902349774020045,0.3853332259610768
S3,1,20,0.8,0.4,0.1875,0.2981522986895443,0.7018477013104557,-0.6902349774020045,0.3343542165779563
S3,1,20,0.8,0.5,0.1875,0.2981522986895443,0.7018477013104557,-0.6902349774020045,0.26298360344158767
S3,1,20,0.8,0.6,0.1875,0.2981522986895443,0.7018477013104557,-0.6902349774020045,0.1559276837370348
S3,1,20,0.8,0.65,0.2,0.6490761493447721,0.7018477013104557,0.6141152885051424,0.00702893528323897
S3,1,20,0.8,0.7,0.2,0.6490761493447721,0.7018477013104557,0.6141152885051424,0.015621087443256928
S3,1,20,0.8,0.75,0.2,0.6490761493447721,0.7018477013104557,0.6141152885051424,0.02306761931527251
S3,1,20,0.8,0.8,0.2,0.6490761493447721,0.7018477013104557,0.6141152885051424,0.02958333470328614
S3,1,20,0.8,0.9,0.2,0.6490761493447721,0.7018477013104557,0.6141152885051424,0.04044286034997551
S3,1,20,0.8,1.0,0.2,0.6490761493447721,0.7018477013104557,0.6141152885051424,0.04913048086732701
S3,2,20,0.0,0.2,1.0,0.0,1.0,-0.8170867265515251,0.6788266498798431
S3,2,20,0.0,0.3,1.0,0.0,1.0,-0.8170867265515251,0.6500818121745766
S3,2,20,0.0,0.4,1.0,0.0,1.0,-0.8170867265515251,0.6117553619008881
S3,2,20,0.0,0.5,1.0,0.0,1.0,-0.8170867265515251,0.5580983315177243
S3,2,20,0.0,0.6,1.0,0.0,1.0,-0.8170867265515251,0.47761278594297835
S3,2,20,0.0,0.65,1.0,0.0,1.0,-0.8170867265515251,0.42012311053244555
S3,2,20,0.0,0.7,1.0,0.0,1.0,-0.8170867265515251,0.34347020998506855
S3,2,20,0.0,0.75,1.0,0.0,1.0,-0.8170867265515251,0.23615614921874065
S3,2,20,0.0,0.8,1.0,0.5460496783463502,0.9079006433072996,0.7862526345354283,0.011973900390173582
S3,2,20,0.0,0.9,1.0,0.5,1.0,0.8170867265515251,0.05945918338633642
S3,2,20,0.0,1.0,1.0,0.5460496783463502,0.9079006433072996,0.7862526345354283,0.14893848101037785
S3,2,20,0.2,0.2,1.0,0.0,1.0,-0.8665782409695783,0.7005607297131029
S3,2,20,0.2,0.3,1.0,0.0,1.0,-0.8665782409695783,0.6805287773756593
S3,2,20,0.2,0.4,1.0,0.0,1.0,-0.8665782409695783,0.6538195075924007
S3,2,20,0.2,0.5,1.0,0.0,1.0,-0.8665782409695783,0.616426529895839
S3,2,20,0.2,0.6,0.8421052631578947,0.7766541365362448,0.6700375903912656,0.4097162041286355,0.0746212640764054
S3,2,20,0.2,0.65,0.8421052631578947,0.7766541365362448,0.6700375903912656,0.4097162041286356,0.08698075501654816
S3,2,20,0.2,0.7,0.8421052631578947,0.7766541365362448,0.6700375903912656,0.4097162041286355,0.09757460439381338
S3,2,20,0.2,0.75,0.8421052631578947,0.7766541365362448,0.6700375903912656,0.4097162041286355,0.10675594052077658
S3,2,20,0.2,0.8,0.8421052631578947,0.7766541365362448,0.6700375903912656,0.4097162041286355,0.11478960963186939
S3,2,20,0.2,0.9,0.8421052631578947,0.7766541365362448,0.6700375903912656,0.4097162041286355,0.12817905815035735
S3,2,20,0.2,1.0,0.8421052631578947,0.7766541365362448,0.6700375903912656,0.4097162041286355,0.13889061696514773
S3,2,20,0.4,0.2,0.9230769230769231,0.2844759155620936,0.7155240844379064,-0.8969408318111284,0.6354880450851682
S3,2,20,0.4,0.3,0.9230769230769231,0.2844759155620936,0.7155240844379064,-0.8969408318111284,0.6220634848333002
S3,2,20,0.4,0.4,0.9230769230769231,0.2844759155620936,0.7155240844379064,-0.8969408318111284,0.6041640711641425
S3,2,20,0.4,0.5,0.6875,0.6628276716363717,0.6743446567272566,0.3735536368474248,0.06426954561898396
S3,2,20,0.4,0.6,0.6875,0.6628276716363717,0.6743446567272566,0.3735536368474248,0.09591421811875603
S3,2,20,0.4,0.65,0.6875,0.7156701809203762,0.5686596381592477,0.37895231623256737,0.10147497697408561
S3,2,20,0.4,0.7,0.6875,0.6628276716363717,0.6743446567272566,0.6167124604993591,0.031327901360130535
S3,2,20,0.4,0.75,0.6875,0.6628276716363717,0.6743446567272566,0.3735536368474248,0.1275588906185281
S3,2,20,0.4,0.8,0.6875,0.6628276716363717,0.6743446567272566,0.3735536368474248,0.13547005874347112
S3,2,20,0.4,0.9,0.6875,0.6628276716363717,0.6743446567272566,0.3735536368474248,0.14865533895170951
S3,2,20,0.4,1.0,0.6875,0.6628276716363717,0.6743446567272566,0.3735536368474248,0.1592035631183002
S3,2,20,0.6,0.2,0.47058823529411764,0.6432909221159873,0.35670907788401274,-0.4613534055309821,0.2091314687247011
S3,2,20,0.6,0.3,0.47058823529411764,0.6432909221159873,0.35670907788401274,-0.4613534055309821,0.1475575062875715
S3,2,20,0.6,0.4,0.47058823529411764,0.6432909221159873,0.35670907788401274,-0.4613534055309821,0.06545888970473196
S3,2,20,0.6,0.5,0.6153846153846154,0.7353382985319458,0.5293234029361085,0.3979853027326369,0.13040852783640855
S3,2,20,0.6,0.6,0.6153846153846154,0.7353382985319458,0.5293234029361085,0.3979853027326369,0.21520133844791572
S3,2,20,0.6,0.65,0.5714285714285714,0.7031238179054295,0.5937523641891408,0.43807773783920356,0.18470314719846748
S3,2,20,0.6,0.7,0.4117647058823529,0.7587034051415845,0.7238897845752463,0.6210769466759001,0.04759123097472167
S3,2,20,0.6,0.75,0.6153846153846154,0.7353382985319458,0.5293234029361085,0.3979853027326369,0.2999941490594229
S3,2,20,0.6,0.8,0.6153846153846154,0.7353382985319458,0.5293234029361085,0.3979853027326369,0.32119235171229976
S3,2,20,0.6,0.9,0.6153846153846154,0.7353382985319458,0.5293234029361085,0.3979853027326369,0.3565226894670943
S3,2,20,0.6,1.0,0.6153846153846154,0.7353382985319458,0.5293234029361085,0.3979853027326369,0.3847869596709301
S3,2,20,0.8,0.2,0.2,0.6819979601738144,0.31800203982618563,-0.4822701804700358,0.0
S3,2,20,0.8,0.3,0.2,0.6819979601738144,0.31800203982618563,-0.4822701804700358,0.0
S3,2,20,0.8,0.4,0.2,0.8409989800869072,0.31800203982618563,0.3059453708574317,0.033229349950150026
S3,2,20,0.8,0.5,0.2,0.8409989800869072,0.31800203982618563,0.32471585991838875,0.04954208493154814
S3,2,20,0.8,0.6,0.2,0.8409989800869072,0.31800203982618563,0.3059453708574317,0.06925935324550374
S3,2,20,0.8,0.65,0.2,0.8409989800869072,0.31800203982618563,0.3059453708574317,0.07480243067555817
S3,2,20,0.8,0.7,0.2,0.8409989800869072,0.31800203982618563,0.3059453708574317,0.07955363990131908
S3,2,20,0.8,0.75,0.2,0.8409989800869072,0.31800203982618563,0.3059453708574317,0.08367135456364523
S3,2,20,0.8,0.8,0.2,0.8409989800869072,0.31800203982618563,0.3059453708574317,0.08727435489318061
S3,2,20,0.8,0.9,0.2,0.8409989800869072,0.31800203982618563,0.3059453708574317,0.09327935544240623
S3,2,20,0.8,1.0,0.2,0.8409989800869072,0.31800203982618563,0.3059453708574317,0.09808335588178672
S3,3,20,0.0,0.2,1.0,0.0,1.0,-0.6803485109549658,0.5970447821958035
S3,3,20,0.0,0.3,1.0,0.0,1.0,-0.6803485109549658,0.540286512105602
S3,3,20,0.0,0.4,1.0,0.0,1.0,-0.6803485109549658,0.4646088186519999
S3,3,20,0.0,0.5,1.0,0.0,1.0,-0.6803485109549658,0.35866004781695693
S3,3,20,0.0,0.6,1.0,0.0,1.0,-0.6803485109549658,0.1997368915643926
S3,3,20,0.0,0.65,0.85,0.5,1.0,0.6179428791690624,0.04783845878298089
S3,3,20,0.0,0.7,0.85,0.5,1.0,0.6179428791690624,0.11370622898530724
S3,3,20,0.0,0.75,0.85,0.5,1.0,0.6179428791690624,0.17079162982732354
S3,3,20,0.0,0.8,0.7,0.5,1.0,0.6801652489373626,0.09924370739794869
S3,3,20,0.0,0.9,0.85,0.5,1.0,0.6179428791690624,0.30399089845869487
S3,3,20,0.0,1.0,0.85,0.5,1.0,0.6179428791690624,0.3705905327743805
S3,3,20,0.2,0.2,1.0,0.0,1.0,-0.7852877441132,0.6821933571804687
S3,3,20,0.2,0.3,1.0,0.0,1.0,-0.7852877441132,0.6464416445413316
S3,3,20,0.2,0.4,1.0,0.0,1.0,-0.7852877441132,0.5987726943558153
S3,3,20,0.2,0.5,1.0,0.0,1.0,-0.7852877441132,0.5320361640960924
S3,3,20,0.2,0.6,1.0,0.0,1.0,-0.7852877441132,0.43193136870650833
S3,3,20,0.2,0.65,1.0,0.0,1.0,-0.7852877441132,0.36042794342823387
S3,3,20,0.2,0.7,1.0,0.0,1.0,-0.7852877441132,0.2650900430572015
S3,3,20,0.2,0.75,1.0,0.0,1.0,-0.7852877441132,0.13161698253775586
S3,3,20,0.2,0.8,1.0,0.5,1.0,0.7513223109206388,0.05646472326445534
S3,3,20,0.2,0.9,1.0,0.5,1.0,0.7513223109206388,0.1532994269172946
S3,3,20,0.2,1.0,1.0,0.5,1.0,0.7513223109206388,0.230767189839566
S3,3,20,0.4,0.2,0.8571428571428571,0.00639357271651908,0.9936064272834809,-0.730139417770795,0.4529930516336946
S3,3,20,0.4,0.3,0.8571428571428571,0.00639357271651908,0.9936064272834809,-0.730139417770795,0.4200515906406369
S3,3,20,0.4,0.4,0.8571428571428571,0.00639357271651908,0.9936064272834809,-0.730139417770795,0.37612964264989307
S3,3,20,0.4,0.5,0.8571428571428571,0.00639357271651908,0.9936064272834809,-0.730139417770795,0.3146389154628519
S3,3,20,0.4,0.6,0.8571428571428571,0.00639357271651908,0.9936064272834809,-0.730139417770795,0.22240282468229006
S3,3,20,0.4,0.65,0.8571428571428571,0.00639357271651908,0.9936064272834809,-0.730139417770795,0.15651990269617438
S3,3,20,0.4,0.7,0.8571428571428571,0.00639357271651908,0.9936064272834809,-0.730139417770795,0.06867600671468704
S3,3,20,0.4,0.75,0.6470588235294118,0.5016025105038449,0.9967949789923103,0.6780027681492767,0.08584879355325406
S3,3,20,0.4,0.8,0.6470588235294118,0.5031967863582596,0.9936064272834809,0.7286961122575754,0.07511859384439873
S3,3,20,0.4,0.9,0.6470588235294118,0.5016025105038449,0.9967949789923103,0.6780027681492767,0.22058943606402887
S3,3,20,0.4,1.0,0.6470588235294118,0.5016025105038449,0.9967949789923103,0.6780027681492767,0.28795975731941625
S3,3,20,0.6,0.2,0.5333333333333333,0.09395705987105685,0.9060429401289432,-0.8204214416705086,0.6785859518271187
S3,3,20,0.6,0.3,0.5333333333333333,0.09395705987105685,0.9060429401289432,-0.8204214416705086,0.6505268020881358
S3,3,20,0.6,0.4,0.5333333333333333,0.09395705987105685,0.9060429401289432,-0.8204214416705086,0.6131146024361583
S3,3,20,0.6,0.5,0.5333333333333333,0.09395705987105685,0.9060429401289432,-0.8204214416705086,0.56073752292339
S3,3,20,0.6,0.6,0.5333333333333333,0.09395705987105685,0.9060429401289432,-0.8204214416705086,0.4821719036542375
S3,3,20,0.6,0.65,0.5333333333333333,0.09395705987105685,0.9060429401289432,-0.8204214416705086,0.42605360417627136
S3,3,20,0.6,0.7,0.5333333333333333,0.09395705987105685,0.9060429401289432,-0.8204214416705086,0.35122920487231674
S3,3,20,0.6,0.75,0.5333333333333333,0.09395705987105685,0.9060429401289432,-0.8204214416705086,0.24647504584677998
S3,3,20,0.6,0.8,0.5714285714285714,0.5469785299355284,0.9060429401289432,0.7636386187288131,0.04166408270656836
S3,3,20,0.6,0.9,0.5714285714285714,0.5469785299355284,0.9060429401289432,0.7636386187288131,0.13888659203546813
S3,3,20,0.6,1.0,0.5714285714285714,0.5469785299355284,0.9060429401289432,0.7636386187288131,0.21666459949858796
S3,3,20,0.8,0.2,0.3333333333333333,0.09395705987105685,0.9060429401289432,-0.8635043072734536,0.7360750908814876
S3,3,20,0.8,0.3,0.3333333333333333,0.09395705987105685,0.9060429401289432,-0.8635043072734536,0.7144429610074143
S3,3,20,0.8,0.4,0.3333333333333333,0.09395705987105685,0.9060429401289432,-0.8635043072734536,0.6856001211753168
S3,3,20,0.8,0.5,0.3333333333333333,0.09395705987105685,0.9060429401289432,-0.8635043072734536,0.6452201454103802
S3,3,20,0.8,0.6,0.3333333333333333,0.09395705987105685,0.9060429401289432,-0.8635043072734536,0.5846501817629752
S3,3,20,0.8,0.65,0.3333333333333333,0.09395705987105685,0.9060429401289432,-0.8635043072734536,0.5413859220148287
S3,3,20,0.8,0.7,0.3333333333333333,0.09395705987105685,0.9060429401289432,-0.8635043072734536,0.48370024235063364
S3,3,20,0.8,0.75,0.3333333333333333,0.09395705987105685,0.9060429401289432,-0.8635043072734536,0.4029402908207603
S3,3,20,0.8,0.8,0.3333333333333333,0.09395705987105685,0.9060429401289432,-0.8635043072734536,0.2818003635259503
S3,3,20,0.8,0.9,0.26666666666666666,0.5469785299355284,0.9060429401289432,0.8627737143784824,0.023313934678584423
S3,3,20,0.8,1.0,0.26666666666666666,0.5469785299355284,0.9060429401289432,0.8620388802290644,0.08108072764594491
S3,4,20,0.0,0.2,1.0,0.0,1.0,-0.9902580919598143,0.9878226149497679
S3,4,20,0.0,0.3,1.0,0.0,1.0,-0.9902580919598143,0.9860829885140204
S3,4,20,0.0,0.4,1.0,0.0,1.0,-0.9902580919598143,0.9837634865996905
S3,4,20,0.0,0.5,1.0,0.0,1.0,-0.9902580919598143,0.9805161839196286
S3,4,20,0.0,0.6,1.0,0.0,1.0,-0.9902580919598143,0.9756452298995357
S3,4,20,0.0,0.65,1.0,0.0,1.0,-0.9902580919598143,0.9721659770280409
S3,4,20,0.0,0.7,1.0,0.0,1.0,-0.9902580919598143,0.967526973199381
S3,4,20,0.0,0.75,1.0,0.0,1.0,-0.9902580919598143,0.9610323678392572
S3,4,20,0.0,0.8,1.0,0.0,1.0,-0.9902580919598143,0.9512904597990715
S3,4,20,0.0,0.9,1.0,0.0,1.0,-0.9902580919598143,0.9025809195981429
S3,4,20,0.0,1.0,1.0,0.5,1.0,0.9652375464402596,0.02633886712014584
S3,4,20,0.2,0.2,1.0,0.7304087662086962,0.2695912337913038,-0.9354115529553972,0.24198813893605442
S3,4,20,0.2,0.3,1.0,0.7304087662086962,0.2695912337913038,-0.9354115529553972,0.2389520084408658
S3,4,20,0.2,0.4,1.0,0.7304087662086962,0.2695912337913038,-0.9354115529553972,0.23490383444728097
S3,4,20,0.2,0.5,0.8421052631578947,0.5,1.0,0.3854251012145749,0.22662241009764228
S3,4,20,0.2,0.6,0.8421052631578947,0.5,1.0,0.3854251012145749,0.35368043978725094
S3,4,20,0.2,0.65,0.8421052631578947,0.5,1.0,0.3854251012145749,0.40254891274479276
S3,4,20,0.2,0.7,0.8421052631578947,0.8044792293849818,0.39104154123003626,0.42768976086580746,0.09897686183498786
S3,4,20,0.2,0.75,0.8421052631578947,0.5,1.0,0.6723684210526315,0.10350877192982466
S3,4,20,0.2,0.8,0.8421052631578947,0.5,1.0,0.3854251012145749,0.5125029768992617
S3,4,20,0.2,0.9,0.8421052631578947,0.5,1.0,0.3854251012145749,0.5654438226032653
S3,4,20,0.2,1.0,0.8421052631578947,0.5,1.0,0.3854251012145749,0.6077964991664683
S3,4,20,0.4,0.2,1.0,0.7304087662086962,0.2695912337913038,-0.9300416089370709,0.16766226851566687
S3,4,20,0.4,0.3,1.0,0.7304087662086962,0.2695912337913038,-0.9300416089370709,0.16536702115212576
S3,4,20,0.4,0.4,1.0,0.7304087662086962,0.2695912337913038,-0.9300416089370709,0.16230669133407094
S3,4,20,0.4,0.5,1.0,0.7304087662086962,0.2695912337913038,-0.9300416089370709,0.15802222958879422
S3,4,20,0.4,0.6,1.0,0.0,1.0,0.4846153846153846,0.17427884615384612
S3,4,20,0.4,0.65,1.0,0.0,1.0,0.4846153846153846,0.23058431952662725
S3,4,20,0.4,0.7,1.0,0.7304087662086962,0.2695912337913038,0.5053558342231291,0.05188377074821189
S3,4,20,0.4,0.75,0.8571428571428571,0.5,1.0,0.6883809523809523,0.0799580498866214
S3,4,20,0.4,0.8,1.0,0.0,1.0,0.4846153846153846,0.35727163461538464
S3,4,20,0.4,0.9,1.0,0.0,1.0,0.4846153846153846,0.4182692307692307
S3,4,20,0.4,1.0,1.0,0.0,1.0,0.4846153846153846,0.46706730769230764
S3,4,20,0.6,0.2,0.6666666666666666,0.7852732154771529,0.21472678452284708,-0.5997329058017862,0.10989729017985139
S3,4,20,0.6,0.3,0.6666666666666666,0.7852732154771529,0.21472678452284708,-0.5997329058017862,0.09417669691009038
S3,4,20,0.6,0.4,0.6666666666666666,0.7852732154771529,0.21472678452284708,-0.5997329058017862,0.07321590588374235
S3,4,20,0.6,0.5,0.5714285714285714,0.5,1.0,0.3777464357548066,0.1541187053332731
S3,4,20,0.6,0.6,0.5714285714285714,0.5,1.0,0.3777464357548066,0.23348625040545168
S3,4,20,0.6,0.65,0.5714285714285714,0.5442427278149788,0.9115145443700423,0.41559240846209233,0.1268445009183655
S3,4,20,0.6,0.7,0.5714285714285714,0.5,1.0,0.4079236333906273,0.2553399478052598
S3,4,20,0.6,0.75,0.5714285714285714,0.5,1.0,0.3777464357548066,0.3128537954776303
S3,4,20,0.6,0.8,0.5714285714285714,0.5,1.0,0.3777464357548066,0.332695681745675
S3,4,20,0.6,0.9,0.5714285714285714,0.5,1.0,0.3777464357548066,0.365765492192416
S3,4,20,0.6,1.0,0.5714285714285714,0.5,1.0,0.3777464357548066,0.39222134054980884
S3,4,20,0.8,0.2,0.25,0.8596865734756256,0.1403134265243744,-0.7372138998143335,0.0
S3,4,20,0.8,0.3,0.25,0.8596865734756256,0.1403134265243744,-0.7372138998143335,0.0
S3,4,20,0.8,0.4,0.25,0.8596865734756256,0.1403134265243744,-0.7372138998143335,0.0
S3,4,20,0.8,0.5,0.25,0.8596865734756256,0.1403134265243744,-0.7372138998143335,0.0
S3,4,20,0.8,0.6,0.26666666666666666,0.90714381850263,0.18571236299473992,0.4995211026028415,0.08006747254646797
S3,4,20,0.8,0.65,0.26666666666666666,0.90714381850263,0.18571236299473992,0.4995211026028415,0.11068652498517705
S3,4,20,0.8,0.7,0.2,0.9298432867378128,0.1403134265243744,0.6004021588807751,0.0029754256545034283
S3,4,20,0.8,0.75,0.26666666666666666,0.90714381850263,0.18571236299473992,0.4995211026028415,0.15967700888711153
S3,4,20,0.8,0.8,0.26666666666666666,0.90714381850263,0.18571236299473992,0.4995211026028415,0.17957939297227243
S3,4,20,0.8,0.9,0.26666666666666666,0.90714381850263,0.18571236299473992,0.4995211026028415,0.21275003311420723
S3,4,20,0.8,1.0,0.26666666666666666,0.90714381850263,0.18571236299473992,0.4995211026028415,0.2392865452277551
S3,5,20,0.0,0.2,0.8,0.0,1.0,-0.9381237927717426,0.8130398276404497
S3,5,20,0.0,0.3,0.8,0.0,1.0,-0.9381237927717426,0.8033032067351301
S3,5,20,0.0,0.4,0.8,0.0,1.0,-0.9381237927717426,0.7903210455280368
S3,5,20,0.0,0.5,0.8,0.0,1.0,-0.9381237927717426,0.7721460198381066
S3,5,20,0.0,0.6,0.8,0.0,1.0,-0.9381237927717426,0.744883481303211
S3,5,20,0.0,0.65,0.8,0.0,1.0,-0.9381237927717426,0.7254102394925713
S3,5,20,0.0,0.7,0.8,0.0,1.0,-0.9381237927717426,0.6994459170783853
S3,5,20,0.0,0.75,0.8,0.0,1.0,-0.9381237927717426,0.6630958656985246
S3,5,20,0.0,0.8,0.8,0.0,1.0,-0.9381237927717426,0.6085707886287335
S3,5,20,0.0,0.9,0.8,0.0,1.0,-0.9381237927717426,0.33594540327977845
S3,5,20,0.0,1.0,0.8,0.506612859781765,0.98677428043647,0.79394549676209,0.1974127924882887
S3,5,20,0.2,0.2,0.9375,0.07222906971871423,0.9277709302812858,-0.9384437454354132,0.7739372634391435
S3,5,20,0.2,0.3,0.9375,0.07222906971871423,0.9277709302812858,-0.9384437454354132,0.76472083854949
S3,5,20,0.2,0.4,0.9375,0.07222906971871423,0.9277709302812858,-0.9384437454354132,0.7524322720299519
S3,5,20,0.2,0.5,0.9375,0.07222906971871423,0.9277709302812858,-0.9384437454354132,0.7352282789025986
S3,5,20,0.2,0.6,0.9375,0.07222906971871423,0.9277709302812858,-0.9384437454354132,0.7094222892115687
S3,5,20,0.2,0.65,0.9375,0.07222906971871423,0.9277709302812858,-0.9384437454354132,0.6909894394322614
S3,5,20,0.2,0.7,0.9375,0.07222906971871423,0.9277709302812858,-0.9384437454354132,0.6664123063931854
S3,5,20,0.2,0.75,0.9375,0.07222906971871423,0.9277709302812858,-0.9384437454354132,0.6320043201384786
S3,5,20,0.2,0.8,0.9375,0.07222906971871423,0.9277709302812858,-0.9384437454354132,0.5803923407564187
S3,5,20,0.2,0.9,0.7222222222222222,0.5182014870182007,0.9635970259635986,0.733885284248947,0.0861658160565717
S3,5,20,0.2,1.0,0.7222222222222222,0.5182014870182007,0.9635970259635986,0.733885284248947,0.12423337926029629
S3,5,20,0.4,0.2,0.8,0.17972657540178216,0.8202734245982178,-0.8891649607403244,0.5812700411607093
S3,5,20,0.4,0.3,0.8,0.17972657540178216,0.8202734245982178,-0.8891649607403244,0.5679153517896951
S3,5,20,0.4,0.4,0.8,0.17972657540178216,0.8202734245982178,-0.8891649607403244,0.5501090992950092
S3,5,20,0.4,0.5,0.8,0.17972657540178216,0.8202734245982178,-0.8891649607403244,0.525180345802449
S3,5,20,0.4,0.6,0.8,0.17972657540178216,0.8202734245982178,-0.8891649607403244,0.4877872155636087
S3,5,20,0.4,0.65,0.8,0.17972657540178216,0.8202734245982178,-0.8891649607403244,0.4610778368215799
S3,5,20,0.4,0.7,0.8,0.17972657540178216,0.8202734245982178,-0.8891649607403244,0.4254653318322083
S3,5,20,0.4,0.75,0.8571428571428571,0.506612859781765,0.98677428043647,0.7329617310503413,0.020256203212864896
